customer_id,phone_service,internet_service,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
2302-OUZXB,1,1,0,1,1,0,1,1,1,DSL
2303-PJYHN,1,0,0,0,0,0,0,0,0,Sin servicio
2305-MRGLV,1,1,0,0,0,1,0,0,0,Fiber Optic
2307-FYNNL,1,1,1,0,1,1,1,1,1,Fiber Optic
2308-STERM,1,0,0,0,0,0,0,0,0,Sin servicio
2309-OSFEU,0,1,0,0,0,0,0,1,1,DSL
2311-QYMUQ,1,1,0,1,1,0,1,0,0,Fiber Optic
2314-TNDJQ,0,1,1,1,1,1,0,1,1,Cable
2316-ESMLS,0,1,1,0,0,1,0,0,0,DSL
2320-JRSDE,1,0,0,0,0,0,0,0,0,Sin servicio
2320-SLKMB,0,1,0,0,1,1,1,0,0,Cable
2320-TZRRH,1,0,0,0,0,0,0,0,0,Sin servicio
2320-YKQBO,1,0,0,0,0,0,0,0,0,Sin servicio
2321-OMBXY,1,1,1,1,0,1,1,1,1,DSL
2322-VCZHZ,1,1,1,1,0,0,0,1,0,Fiber Optic
2323-ARSVR,1,1,1,1,1,1,1,1,1,Fiber Optic
2324-AALNO,1,0,0,0,0,0,0,0,0,Sin servicio
2324-EFHVG,1,1,0,1,1,0,1,1,1,Fiber Optic
2325-NBPZG,1,1,1,0,0,0,0,0,0,Fiber Optic
2325-WINES,1,1,0,1,1,0,1,1,1,Fiber Optic
2325-ZUSFD,1,1,1,0,0,0,1,1,1,DSL
2330-PQGDQ,1,1,0,1,0,1,0,0,0,Fiber Optic
2332-EFBJY,1,0,0,0,0,0,0,0,0,Sin servicio
2332-TODQS,1,0,0,0,0,0,0,0,0,Sin servicio
2333-KWEWW,1,0,0,0,0,0,0,0,0,Sin servicio
2335-GSODA,0,1,1,0,1,1,0,0,0,DSL
2338-BQEZT,1,1,1,0,0,0,0,0,0,DSL
2342-CKIAO,1,0,0,0,0,0,0,0,0,Sin servicio
2344-JMOGN,1,1,0,1,1,1,1,0,0,Fiber Optic
2346-CZYIL,1,0,0,0,0,0,0,0,0,Sin servicio
2346-DJQTB,0,1,0,0,0,0,0,0,0,DSL
2346-LOCWC,1,0,0,0,0,0,0,0,0,Sin servicio
2347-WKKAE,1,1,1,0,1,0,0,1,1,Fiber Optic
2348-KCJLT,1,1,1,1,1,0,0,0,0,Cable
2351-BKRZW,1,1,1,0,1,0,1,1,1,Cable
2351-RRBUE,1,0,0,0,0,0,0,0,0,Sin servicio
2357-COQEK,1,1,0,0,1,1,1,1,0,Fiber Optic
2359-KLTEK,1,1,0,0,1,0,1,1,1,Fiber Optic
2359-KMGLI,1,1,0,1,0,0,0,0,0,Fiber Optic
2359-QWQUL,1,1,1,0,1,1,1,1,1,Fiber Optic
2360-RDGRO,1,1,1,0,1,0,1,1,1,Fiber Optic
2361-FJWNO,0,1,0,1,0,1,0,0,0,Cable
2361-UPSND,1,1,1,1,0,1,0,1,1,DSL
2362-IBOOY,1,1,0,0,0,0,0,1,1,Fiber Optic
2363-BJLSL,1,1,0,1,1,1,1,1,1,DSL
2364-UFROM,1,1,1,1,0,1,1,0,0,Cable
2368-GAKKQ,1,1,1,1,1,1,1,1,1,Fiber Optic
2369-FEVNO,1,0,0,0,0,0,0,0,0,Sin servicio
2369-UAPKZ,1,1,0,1,1,0,1,1,1,Fiber Optic
2371-JQHZZ,1,1,0,0,0,0,1,1,1,Fiber Optic
2371-JUNGC,1,0,0,0,0,0,0,0,0,Sin servicio
2371-KFUOG,1,1,1,1,0,0,1,1,1,Fiber Optic
2372-HWUHI,1,1,0,0,0,0,0,0,0,DSL
2373-NTKOD,1,1,0,0,0,0,1,1,1,Cable
2378-HTWFW,1,1,1,0,0,0,0,1,0,Fiber Optic
2378-VTKDH,1,1,0,1,1,0,1,1,0,Fiber Optic
2378-YIZKA,1,1,1,1,1,1,1,1,1,DSL
2379-ENZGV,1,1,0,1,0,0,1,0,0,Fiber Optic
2379-GYFLQ,1,1,0,1,1,0,1,0,0,Fiber Optic
2380-DAMQP,1,1,1,1,1,1,1,1,1,Fiber Optic
2382-BCKQJ,1,1,0,0,1,0,1,1,1,Fiber Optic
2384-OVPSA,1,0,0,0,0,0,0,0,0,Sin servicio
2386-LAHRK,1,1,0,0,0,0,1,0,0,DSL
2386-OWURY,1,1,0,0,0,1,1,1,1,Fiber Optic
2387-KDZQY,1,0,0,0,0,0,0,0,0,Sin servicio
2388-LAESQ,1,1,1,1,1,1,1,1,0,Fiber Optic
2391-IPLOP,1,1,0,0,1,1,1,0,0,Cable
2391-SOORI,1,1,1,0,0,0,0,0,0,DSL
2393-DIVAI,1,0,0,0,0,0,0,0,0,Sin servicio
2397-BRLOM,1,1,0,0,0,0,1,0,0,Fiber Optic
2398-YPMUR,1,1,0,0,0,0,0,0,0,Fiber Optic
2400-FEQME,1,0,0,0,0,0,0,0,0,Sin servicio
2400-XIWIO,1,1,1,1,1,1,1,1,1,Cable
2402-TAIRZ,1,1,0,1,1,0,0,0,0,Fiber Optic
2403-BCASL,1,1,0,1,1,1,1,1,0,Cable
2404-JIBFC,1,1,1,0,1,1,1,1,1,DSL
2405-LBMUW,0,1,1,1,0,1,0,1,1,DSL
2408-PSJVE,1,1,0,1,1,1,0,0,0,DSL
2408-TZMJL,1,1,1,1,1,0,1,1,1,Fiber Optic
2408-WITXK,0,1,0,0,0,0,0,1,0,DSL
2410-CIYFZ,1,0,0,0,0,0,0,0,0,Sin servicio
2418-TPEUN,1,0,0,0,0,0,0,0,0,Sin servicio
2419-FSORS,1,1,0,1,1,1,1,1,1,Fiber Optic
2424-WVHPL,1,1,0,0,0,1,0,0,0,Fiber Optic
2428-HYUNX,1,0,0,0,0,0,0,0,0,Sin servicio
2428-ZMCTB,1,0,0,0,0,0,0,0,0,Sin servicio
2429-AYKKO,1,0,0,0,0,0,0,0,0,Sin servicio
2430-RRYUW,1,1,1,1,0,0,0,0,0,DSL
2430-USGXP,1,1,0,0,1,0,1,1,1,Fiber Optic
2432-TFSMK,1,1,0,0,1,0,1,0,0,Fiber Optic
2433-KMEAS,1,1,1,0,0,0,0,0,0,DSL
2434-EEVDB,1,1,1,0,1,0,1,0,0,Fiber Optic
2436-QBZFP,0,1,0,1,0,0,1,0,0,DSL
2439-LYPMQ,1,1,0,1,1,0,1,1,0,Fiber Optic
2439-QKJUL,1,0,0,0,0,0,0,0,0,Sin servicio
2446-BEGGB,1,1,0,1,0,0,1,1,1,Fiber Optic
2446-PLQVO,1,1,0,0,0,0,0,0,0,Fiber Optic
2446-ZKVAF,1,1,0,1,0,0,0,0,0,DSL
2450-ZKEED,1,1,0,0,1,1,0,0,0,DSL
2451-YMUXS,1,1,1,1,0,1,0,0,0,DSL
2452-KDRRH,1,1,0,0,1,0,1,1,0,Fiber Optic
2452-MRMZF,1,0,0,0,0,0,0,0,0,Sin servicio
2452-SNHFZ,1,1,1,0,0,0,0,0,0,Fiber Optic
2453-SAFNS,1,1,0,1,0,1,1,0,0,Cable
2454-RPBRZ,1,1,0,1,1,0,1,0,0,Fiber Optic
2455-USLMV,1,1,1,0,1,0,0,0,0,Fiber Optic
2458-EOMRE,1,1,1,0,1,0,0,1,1,DSL
2460-FPSYH,0,1,1,1,0,0,1,1,1,Cable
2460-NGXBJ,1,1,0,0,0,0,0,0,0,Fiber Optic
2462-XIIJB,1,1,0,0,1,0,1,0,0,Fiber Optic
2465-BLLEU,1,0,0,0,0,0,0,0,0,Sin servicio
2466-FCCPT,1,0,0,0,0,0,0,0,0,Sin servicio
2466-NEJOJ,1,0,0,0,0,0,0,0,0,Sin servicio
2468-SJFLM,1,1,0,0,0,1,0,0,0,Fiber Optic
2469-DTSGX,1,1,0,1,1,1,1,1,0,Fiber Optic
2472-OVKUP,1,1,0,1,1,0,0,1,1,Fiber Optic
2474-BRUCM,1,1,1,0,0,0,1,1,0,Fiber Optic
2474-LCNUE,1,1,0,0,0,1,1,1,1,Cable
2475-MROZF,1,1,1,1,1,1,0,0,0,Fiber Optic
2476-YGEFM,1,1,0,0,0,0,0,0,0,Fiber Optic
2478-EEWWM,0,1,0,0,0,0,1,1,1,DSL
2479-BRAMR,1,1,1,0,1,0,0,0,0,Fiber Optic
2480-EJWYP,1,1,0,1,0,0,1,1,0,Fiber Optic
2480-JZOSN,1,0,0,0,0,0,0,0,0,Sin servicio
2480-SQIOB,1,1,0,0,0,0,0,0,0,DSL
2481-SBOYW,1,0,0,0,0,0,0,0,0,Sin servicio
2482-CZGBB,1,1,0,0,0,0,0,0,0,Fiber Optic
2483-XSSMZ,1,1,1,0,0,0,0,0,0,DSL
2484-DGXPZ,1,0,0,0,0,0,0,0,0,Sin servicio
2485-ITVKB,0,1,0,0,0,0,0,1,1,DSL
2486-WYVVE,1,1,0,0,1,1,1,1,1,DSL
2495-INZWQ,0,1,0,0,0,0,1,1,1,Cable
2495-KZNFB,1,1,1,0,0,0,0,1,1,Fiber Optic
2495-TTHBQ,1,0,0,0,0,0,0,0,0,Sin servicio
2498-XLDZR,1,1,1,1,1,1,0,1,1,DSL
2499-AJYUA,1,1,0,1,1,1,1,1,0,Fiber Optic
2501-XWWTZ,1,1,0,0,0,0,0,0,0,Fiber Optic
2504-DSHIH,1,1,0,0,0,0,0,1,1,Fiber Optic
2506-CLAKW,1,1,1,1,1,1,0,1,1,Fiber Optic
2506-TNFCO,1,1,0,0,0,0,0,0,0,Fiber Optic
2507-QZPQS,1,1,0,1,0,1,0,1,1,Fiber Optic
2509-TFPJU,1,0,0,0,0,0,0,0,0,Sin servicio
2511-ALLCS,1,0,0,0,0,0,0,0,0,Sin servicio
2511-MORQY,1,1,0,0,1,0,0,0,0,DSL
2514-GINMM,1,1,0,0,0,0,1,0,0,Fiber Optic
2516-VQRRV,1,1,0,0,0,0,0,0,0,Fiber Optic
2516-XSJKX,1,1,1,1,0,1,1,1,1,DSL
2519-ERQOJ,0,1,0,0,1,1,1,1,0,Cable
2519-FAKOD,1,1,0,0,1,0,1,1,1,Fiber Optic
2519-LBNQL,1,1,0,1,1,0,1,1,1,Fiber Optic
2519-TWKFS,1,1,0,0,0,1,0,0,0,DSL
2520-SGTTA,1,0,0,0,0,0,0,0,0,Sin servicio
2521-NPUZR,1,1,1,1,1,1,0,1,1,Fiber Optic
2522-AHJXR,1,1,1,0,1,1,1,1,1,Fiber Optic
2522-WLNSF,1,1,0,0,1,1,1,0,0,Cable
2523-EWWZL,1,1,0,1,0,0,0,0,0,Fiber Optic
2525-GVKQU,1,0,0,0,0,0,0,0,0,Sin servicio
2528-HFYZX,1,1,0,1,0,0,0,0,0,Fiber Optic
2530-ENDWQ,1,1,0,0,0,0,1,1,1,Fiber Optic
2530-FMFXO,1,1,0,0,1,1,1,1,1,Fiber Optic
2533-QVMSK,1,1,0,1,0,1,1,0,0,Fiber Optic
2533-TIBIX,0,1,1,0,0,0,0,0,0,Cable
2535-PBCGC,0,1,1,1,1,1,1,1,1,Cable
2538-OIMXF,0,1,0,0,0,0,0,0,0,Cable
2541-YGPKE,1,1,1,0,0,1,0,1,1,DSL
2542-HYGIQ,1,0,0,0,0,0,0,0,0,Sin servicio
2545-EBUPK,1,1,0,0,0,0,0,1,0,Fiber Optic
2545-LXYVJ,1,0,0,0,0,0,0,0,0,Sin servicio
2546-KZAAT,1,1,1,1,0,0,1,1,1,DSL
2550-AEVRU,1,1,1,1,0,0,0,0,0,DSL
2550-QHZGP,1,0,0,0,0,0,0,0,0,Sin servicio
2558-BUOZZ,1,1,1,1,0,0,1,0,0,Fiber Optic
2560-PPCHE,1,1,0,1,0,1,1,1,1,Fiber Optic
2560-QTSBS,1,0,0,0,0,0,0,0,0,Sin servicio
2560-WBWXF,1,0,0,0,0,0,0,0,0,Sin servicio
2565-JSLRY,1,0,0,0,0,0,0,0,0,Sin servicio
2568-BRGYX,1,1,0,0,0,0,0,0,0,Fiber Optic
2568-OIADY,1,1,0,0,1,0,1,1,1,Fiber Optic
2569-WGERO,1,0,0,0,0,0,0,0,0,Sin servicio
2573-GYRUU,1,1,0,0,1,0,0,1,1,Fiber Optic
2575-GFSOE,1,1,0,0,0,0,0,0,1,Fiber Optic
2576-HXMPA,1,0,0,0,0,0,0,0,0,Sin servicio
2577-GVSIL,1,1,0,0,0,1,1,1,1,DSL
2578-JQPHZ,1,1,0,0,1,1,1,1,1,Fiber Optic
2580-ASVVY,0,1,1,0,0,1,1,0,0,DSL
2580-ATZSQ,1,1,1,1,1,0,0,0,0,DSL
2581-VKIRT,1,1,1,1,0,1,0,0,0,Cable
2582-FFFZR,0,1,0,0,1,0,1,1,1,DSL
2585-KTFRE,1,1,1,1,0,1,0,1,1,Cable
2586-CWXVV,0,1,0,1,0,0,0,0,0,Cable
2587-EKXTS,1,1,1,1,1,0,1,1,1,Fiber Optic
2587-YNLES,1,0,0,0,0,0,0,0,0,Sin servicio
2589-AYCRP,1,0,0,0,0,0,0,0,0,Sin servicio
2592-HODOV,1,0,0,0,0,0,0,0,0,Sin servicio
2592-SEIFQ,0,1,0,0,0,0,0,0,0,DSL
2592-YKDIF,1,0,0,0,0,0,0,0,0,Sin servicio
2595-KIWPV,1,0,0,0,0,0,0,0,0,Sin servicio
2599-CIPQE,1,1,1,1,1,1,1,1,1,Fiber Optic
2599-CZABP,1,1,0,0,0,0,0,0,0,DSL
2603-HVKCG,1,1,0,1,1,0,1,1,1,Fiber Optic
2604-IJPDU,1,1,1,1,0,1,1,0,0,Fiber Optic
2604-XVDAM,1,1,0,0,0,0,0,0,0,DSL
2606-PKWJB,0,1,1,1,0,1,0,0,0,Cable
2606-RMDHZ,0,1,0,1,0,0,0,0,0,DSL
2607-DHDAK,1,0,0,0,0,0,0,0,0,Sin servicio
2607-FBDFF,1,1,0,0,0,1,0,0,0,DSL
2608-BHKFN,1,1,0,0,0,0,0,0,0,Fiber Optic
2609-IAICY,1,1,0,0,0,0,0,0,0,Fiber Optic
2612-PHGOX,1,1,0,1,1,1,1,0,0,Cable
2612-RANWT,1,1,0,0,1,0,1,1,1,Fiber Optic
2612-RRIDN,1,1,0,0,0,0,1,0,1,Fiber Optic
2615-YVMYX,1,1,1,1,1,0,1,1,0,Fiber Optic
2616-FLVQC,1,0,0,0,0,0,0,0,0,Sin servicio
2616-UUTFK,1,1,1,1,1,0,1,0,0,DSL
2619-WFQWU,1,1,0,0,0,0,0,0,0,Fiber Optic
2621-UDNLU,1,0,0,0,0,0,0,0,0,Sin servicio
2623-DRYAM,1,1,0,0,1,0,1,1,1,Fiber Optic
2625-TRCZQ,0,1,0,1,0,0,1,1,1,DSL
2626-URJFX,1,1,0,0,0,0,0,0,0,DSL
2626-VEEWG,1,0,0,0,0,0,0,0,0,Sin servicio
2632-IVXVF,1,1,1,0,1,1,1,1,1,Fiber Optic
2632-TACXW,1,0,0,0,0,0,0,0,0,Sin servicio
2632-UCGVD,1,1,0,0,0,1,1,1,0,Fiber Optic
2634-HCZGT,1,1,1,0,0,1,0,0,0,Cable
2636-ALXXZ,1,1,0,0,0,0,0,0,0,Fiber Optic
2636-OHFMN,0,1,0,1,0,0,1,1,1,DSL
2636-SJDOU,1,1,1,1,0,0,0,0,0,Fiber Optic
2637-FKFSY,1,1,0,0,0,0,0,0,0,DSL
2639-UGMAZ,0,1,1,1,0,0,1,1,1,DSL
2640-LYMOV,1,0,0,0,0,0,0,0,0,Sin servicio
2640-PMGFL,1,1,0,0,0,1,0,0,0,Fiber Optic
2642-DTVCO,1,1,0,0,0,0,0,1,0,Fiber Optic
2642-MAWLJ,1,0,0,0,0,0,0,0,0,Sin servicio
2645-QTLMB,1,1,0,1,0,0,1,1,1,Fiber Optic
2649-HWLYB,1,1,1,0,1,1,0,1,1,DSL
2650-GYRYL,1,0,0,0,0,0,0,0,0,Sin servicio
2651-ZCBXV,1,1,1,1,0,1,1,1,1,Fiber Optic
2654-VBVPB,1,0,0,0,0,0,0,0,0,Sin servicio
2656-FMOKZ,1,1,0,0,0,0,0,0,0,Fiber Optic
2656-TABEH,1,1,0,1,0,0,1,1,1,Fiber Optic
2657-ALMWY,1,1,0,1,0,0,0,1,1,Fiber Optic
2657-VPXTA,1,1,0,0,0,0,1,1,1,Fiber Optic
2659-VXMWZ,1,1,1,1,1,0,1,1,1,Fiber Optic
2660-EMUBI,1,1,0,0,0,0,1,1,0,Fiber Optic
2661-GKBTK,1,1,0,1,0,1,1,1,1,DSL
2662-NNTDK,1,0,0,0,0,0,0,0,0,Sin servicio
2664-XJZNO,1,1,1,0,1,1,1,1,1,Fiber Optic
2665-NPTGL,1,1,0,0,1,0,1,1,0,Fiber Optic
2667-WYLWJ,1,0,0,0,0,0,0,0,0,Sin servicio
2668-TZSPS,1,0,0,0,0,0,0,0,0,Sin servicio
2669-OIDSD,1,1,0,0,1,1,1,1,1,Fiber Optic
2669-QVCRG,1,1,1,0,0,0,0,0,0,Fiber Optic
2672-DZUOY,0,1,0,0,0,0,0,0,0,DSL
2672-HUYVI,1,1,0,0,0,0,1,1,1,Fiber Optic
2672-OJQZP,1,1,0,0,0,0,0,0,0,Cable
2672-TGEFF,1,1,0,1,0,0,1,0,0,Fiber Optic
2673-CXQEU,1,1,1,1,1,0,1,1,0,Fiber Optic
2673-ZALNP,1,0,0,0,0,0,0,0,0,Sin servicio
2674-MIAHT,1,1,0,1,0,0,0,0,0,Fiber Optic
2674-MLXMN,1,1,0,1,0,0,1,1,0,Fiber Optic
2675-DHUTR,1,1,0,1,0,0,1,1,0,Fiber Optic
2675-IJRGJ,1,0,0,0,0,0,0,0,0,Sin servicio
2675-OTVVJ,1,1,1,0,0,0,1,0,0,Fiber Optic
2676-ISHSF,1,0,0,0,0,0,0,0,0,Sin servicio
2676-OXPPQ,1,1,1,1,0,0,0,0,0,DSL
2676-SSLTO,1,1,0,0,0,1,1,0,0,DSL
2680-XKKNJ,1,1,1,1,0,1,0,0,0,DSL
2682-KEVRP,1,0,0,0,0,0,0,0,0,Sin servicio
2683-BPJSO,1,1,1,1,0,0,0,0,0,Fiber Optic
2683-JXWQQ,0,1,1,0,1,0,0,0,0,DSL
2684-EIWEO,1,1,1,1,1,0,0,0,0,Fiber Optic
2685-SREOM,1,1,0,0,1,0,0,1,1,Fiber Optic
2688-BHGOG,1,1,0,0,0,0,0,1,0,Fiber Optic
2690-DVRVK,1,0,0,0,0,0,0,0,0,Sin servicio
2691-NZETQ,1,1,0,0,0,0,1,0,0,Fiber Optic
2692-AQCPF,1,1,0,1,1,1,1,1,1,Fiber Optic
2692-BUCFV,1,1,0,1,1,0,1,1,0,Fiber Optic
2692-PFYTJ,1,0,0,0,0,0,0,0,0,Sin servicio
2694-CIUMO,1,1,0,0,0,1,0,0,0,Fiber Optic
2696-ECXKC,1,1,1,0,0,0,1,1,1,Fiber Optic
2696-NARTR,1,1,0,0,0,1,0,0,0,Fiber Optic
2696-RZVZW,1,0,0,0,0,0,0,0,0,Sin servicio
2697-NQBPF,1,1,0,1,0,1,1,1,1,Fiber Optic
2700-LUEVA,1,0,0,0,0,0,0,0,0,Sin servicio
2703-AMTUL,1,1,1,1,0,0,0,0,0,Cable
2706-QZIHY,1,0,0,0,0,0,0,0,0,Sin servicio
2709-UQGNP,1,1,1,0,0,0,0,0,0,Cable
2710-WYVXG,1,1,1,1,0,1,0,1,1,DSL
2712-SYWAY,1,0,0,0,0,0,0,0,0,Sin servicio
2716-GFZOR,1,1,1,1,1,0,0,0,0,Fiber Optic
2717-HVIZY,1,0,0,0,0,0,0,0,0,Sin servicio
2718-GAXQD,1,1,0,0,0,0,0,0,0,Cable
2718-YSKCS,1,0,0,0,0,0,0,0,0,Sin servicio
2719-BDAQO,1,1,1,0,0,0,1,1,1,Fiber Optic
2720-FVBQP,1,1,0,0,0,0,0,0,0,Cable
2720-WGKHP,1,1,0,0,0,0,1,1,1,Fiber Optic
2722-JMONI,1,1,1,0,0,0,0,0,0,Cable
2722-VOJQL,1,1,0,1,0,1,1,1,1,Fiber Optic
2724-FJDYW,0,1,0,0,1,1,1,1,1,DSL
2725-IWWBA,1,1,1,0,1,1,0,0,0,DSL
2725-KXXWT,1,1,0,0,0,0,1,1,1,Fiber Optic
2725-TTRIQ,1,1,1,0,1,1,1,1,1,Cable
2729-VNVAP,1,0,0,0,0,0,0,0,0,Sin servicio
2731-GJRDG,1,1,1,0,1,1,1,1,1,Fiber Optic
2732-ISEZX,1,0,0,0,0,0,0,0,0,Sin servicio
2737-WFVYW,0,1,0,0,0,0,1,1,1,DSL
2737-YNGYW,1,1,0,0,0,0,0,1,1,Fiber Optic
2739-CACDQ,1,1,0,0,1,0,0,0,0,Fiber Optic
2739-CCZMB,1,0,0,0,0,0,0,0,0,Sin servicio
2740-JFBOK,1,0,0,0,0,0,0,0,0,Sin servicio
2740-TVLFN,1,1,0,0,0,0,0,0,0,DSL
2746-DIJLO,1,1,0,1,0,0,0,0,0,DSL
2748-MYRVK,1,1,0,1,0,0,1,1,1,Fiber Optic
2749-CTKAJ,1,0,0,0,0,0,0,0,0,Sin servicio
2750-BJLSB,1,1,1,0,1,1,1,1,1,Fiber Optic
2753-JMMCV,1,1,0,1,1,1,0,1,1,DSL
2754-SDJRD,1,1,0,0,0,1,1,1,1,Fiber Optic
2754-VDLTR,1,1,0,0,0,0,1,1,1,Fiber Optic
2754-XBHTB,1,1,0,0,0,0,1,0,0,Fiber Optic
2758-RNWXS,1,1,1,0,0,1,0,1,1,Fiber Optic
2761-OCIAX,1,1,0,1,0,0,0,0,0,Fiber Optic
2761-XECQW,0,1,0,1,1,0,0,1,0,Cable
2770-NSVDG,0,1,0,0,1,0,0,0,0,DSL
2773-MADBQ,0,1,1,1,1,1,0,1,1,Cable
2773-OVBPK,1,1,0,1,1,1,1,1,1,Fiber Optic
2774-LVQUS,1,1,0,0,1,1,0,0,0,Fiber Optic
2775-SEFEE,1,1,1,1,0,1,0,0,0,DSL
2777-PHDEI,1,1,0,0,0,0,1,0,1,Fiber Optic
2778-OCLGR,0,1,1,0,0,0,0,1,0,DSL
2782-JEEBU,0,1,0,1,0,1,0,0,0,DSL
2782-LFZVW,1,1,0,0,0,0,0,1,1,Cable
2786-GCDPI,1,1,0,0,1,1,1,1,0,Fiber Optic
2788-CJQAQ,1,0,0,0,0,0,0,0,0,Sin servicio
2789-CZANW,1,1,1,1,0,1,1,1,1,Fiber Optic
2789-HQBOU,1,1,0,0,0,0,0,1,1,Fiber Optic
2790-XUYMV,1,1,1,1,0,0,0,0,0,Fiber Optic
2791-SFVEW,1,0,0,0,0,0,0,0,0,Sin servicio
2792-LSHWX,1,1,1,1,0,1,0,0,0,Fiber Optic
2792-VPPET,1,0,0,0,0,0,0,0,0,Sin servicio
2794-XIMMO,0,1,0,1,1,1,1,1,1,DSL
2796-NNUFI,1,0,0,0,0,0,0,0,0,Sin servicio
2796-UUZZO,1,1,0,1,1,0,0,0,0,Fiber Optic
2798-NYLMZ,1,1,1,0,1,1,1,1,1,Fiber Optic
2799-ARNLO,1,1,0,0,0,0,0,0,0,Fiber Optic
2799-TSLAG,1,0,0,0,0,0,0,0,0,Sin servicio
2800-QQUSO,1,1,0,0,0,1,1,1,1,Fiber Optic
2800-VEQXM,1,1,0,0,1,0,0,0,0,Fiber Optic
2801-NISEI,1,1,1,0,0,1,0,0,0,DSL
2804-ETQDK,1,0,0,0,0,0,0,0,0,Sin servicio
2805-AUFQN,1,0,0,0,0,0,0,0,0,Sin servicio
2805-EDJPQ,1,1,0,1,1,1,0,1,1,Fiber Optic
2806-MLNTI,1,1,0,1,1,0,1,1,1,Fiber Optic
2808-CHTDM,1,0,0,0,0,0,0,0,0,Sin servicio
2809-ILCYT,1,0,0,0,0,0,0,0,0,Sin servicio
2809-ZMYOQ,1,1,0,0,1,0,1,1,1,Fiber Optic
2810-FTLEM,1,1,1,0,0,0,0,0,0,DSL
2811-POVEX,1,1,0,1,1,0,0,1,0,Fiber Optic
2812-ENYMO,0,1,1,0,0,1,1,1,1,Cable
2812-REYAT,1,0,0,0,0,0,0,0,0,Sin servicio
2812-SFXMJ,1,0,0,0,0,0,0,0,0,Sin servicio
2815-CPTUL,1,1,0,0,0,0,0,0,0,Fiber Optic
2817-LVCPP,1,0,0,0,0,0,0,0,0,Sin servicio
2817-NTQDO,0,1,1,0,0,1,1,0,0,DSL
2819-GWENI,1,0,0,0,0,0,0,0,0,Sin servicio
2821-WARNZ,1,0,0,0,0,0,0,0,0,Sin servicio
2823-LKABH,1,1,0,0,1,1,0,1,1,Fiber Optic
2824-DXNKN,1,1,1,0,1,0,1,0,1,Cable
2824-MYYBN,1,1,0,0,0,0,1,1,1,Fiber Optic
2826-DXLQO,0,1,1,0,0,0,0,0,0,DSL
2826-UWHIS,1,1,0,1,0,0,0,0,0,Fiber Optic
2828-SLQPF,1,1,0,0,0,0,0,0,0,DSL
2829-HYVZP,1,0,0,0,0,0,0,0,0,Sin servicio
2830-LEWOA,1,1,0,1,1,1,1,1,1,Fiber Optic
2831-EBWRN,1,1,0,0,0,0,0,0,0,Cable
2832-KJCRD,1,1,0,0,1,1,1,1,1,Fiber Optic
2832-SCUCO,1,0,0,0,0,0,0,0,0,Sin servicio
2833-SLKDQ,1,1,0,0,0,0,0,0,1,Cable
2834-JKOOW,0,1,1,1,1,1,0,0,0,DSL
2834-JRTUA,1,1,1,0,1,1,1,1,1,Fiber Optic
2834-SPCJV,1,1,1,0,0,0,1,0,0,Fiber Optic
2839-RFSQE,1,0,0,0,0,0,0,0,0,Sin servicio
2840-XANRC,1,1,0,0,1,0,1,1,1,Cable
2842-BCQGE,1,1,0,0,0,0,0,0,0,Fiber Optic
2842-JTCCU,1,1,0,0,0,0,0,0,1,Cable
2843-CQMEG,1,1,0,1,0,0,0,0,0,Cable
2845-AFFTX,1,1,0,0,1,0,1,1,0,Fiber Optic
2845-HSJCY,1,1,0,0,1,0,0,1,1,Fiber Optic
2845-KDHVX,1,1,0,1,1,1,0,1,1,DSL
2848-YXSMW,1,0,0,0,0,0,0,0,0,Sin servicio
2851-MMUTZ,1,1,0,1,0,1,0,0,0,Cable
2851-STERV,1,1,0,0,1,1,1,1,0,DSL
2853-CWQFQ,1,1,0,0,0,1,0,1,1,Cable
2856-HYAPG,1,1,0,0,0,0,0,0,0,Fiber Optic
2856-NNASM,1,1,0,0,0,0,1,1,1,Fiber Optic
2858-EIMXH,1,1,0,0,0,0,1,1,0,Fiber Optic
2858-MOFSQ,1,1,0,0,1,0,0,0,0,DSL
2860-RANUS,1,1,0,0,0,0,0,1,1,Fiber Optic
2862-JVEOY,1,0,0,0,0,0,0,0,0,Sin servicio
2862-PFNIK,0,1,0,0,0,0,0,0,0,Cable
2863-IMQDR,1,1,1,1,1,1,1,1,1,DSL
2865-TCHJW,1,1,0,0,1,0,1,0,0,Cable
2866-IKBTM,1,0,0,0,0,0,0,0,0,Sin servicio
2867-UIMSS,1,1,0,0,0,0,0,1,1,Fiber Optic
2868-LLSKM,1,1,0,1,0,1,0,0,0,Fiber Optic
2868-MZAGQ,1,1,0,0,0,0,0,1,1,Fiber Optic
2868-SNELZ,1,1,0,0,1,0,0,0,0,Fiber Optic
2869-ADAWR,1,1,0,1,0,0,1,0,0,Fiber Optic
2873-ZLIWT,1,1,0,0,1,1,0,0,0,Fiber Optic
2874-YXVVA,1,1,0,1,1,1,1,1,1,Fiber Optic
2876-GZYZC,1,1,0,0,0,0,0,1,1,Fiber Optic
2876-VBBBL,1,0,0,0,0,0,0,0,0,Sin servicio
2877-VDUER,0,1,0,0,0,1,1,0,0,DSL
2878-DHMIN,1,0,0,0,0,0,0,0,0,Sin servicio
2878-RMWXY,1,1,1,1,1,0,0,1,0,Fiber Optic
2880-FPNAE,1,1,0,0,1,0,0,0,0,Fiber Optic
