customer_id,satisfaction_score,cltv,customer_status,churn_label,churn_category,churn_group,razon_abandono
2017-CCBLH,3,3087,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2018-PZKMU,4,4171,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2018-QKYGT,5,4396,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2019-HDCZY,5,4004,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2023-VQFDL,5,5379,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2024-BASKD,3,3860,Churned,Yes,Competitor,"[90, 100)",Competitor offered more data
2025-JKFWI,1,3493,Churned,Yes,Price,"[80, 90)",Lack of affordable download/upload speed
2026-TGDHM,1,3830,Churned,Yes,Competitor,"[60, 70)",Competitor had better devices
2027-CWDNU,4,5968,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2027-DNKIV,4,3483,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2027-FECZV,2,2406,Churned,Yes,Attitude,"[90, 100)",Attitude of support person
2027-OAQQC,1,4044,Churned,Yes,Competitor,"[90, 100)",Competitor offered more data
2027-WKXMW,5,4582,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2030-BTZRO,5,4628,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2034-CGRHZ,3,5245,Churned,Yes,Attitude,"[60, 70)",Attitude of support person
2034-GDRCN,3,4157,Churned,Yes,Other,"[70, 80)",Don't know
2037-SGXHH,2,3498,Churned,Yes,Other,"[70, 80)",Don't know
2037-XJFUP,2,4161,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2038-LLMLM,5,4304,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2038-OEQZH,5,3653,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2038-YSEZE,3,3152,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2039-JONDJ,3,3616,Stayed,No,Not Applicable,"[80, 90)",Competitor had better devices
2040-LDIWQ,5,5256,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2040-OBMLJ,5,4850,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2040-VZIKE,3,5417,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2040-XBAVJ,3,4700,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2041-JIJCI,5,4421,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2043-WVTQJ,4,5664,Joined,No,Not Applicable,"[30, 40)",Attitude of service provider
2045-BMBTJ,4,3116,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2049-BAFNW,5,3929,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2050-ONYDQ,3,5352,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2054-PJOCK,5,4159,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2055-BFOCC,3,5688,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2055-PDADH,3,2491,Churned,Yes,Other,"[60, 70)",Don't know
2055-SIFSS,3,4763,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2056-EVGZL,3,4437,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2057-BOYKM,4,5153,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2057-ZBLPD,3,2036,Churned,Yes,Competitor,"[70, 80)",Competitor offered more data
2058-DCJBE,1,3965,Churned,Yes,Competitor,"[90, 100)",Competitor had better devices
2061-VVFST,4,3924,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2065-MMKGR,5,4226,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2067-QYTCF,4,5455,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2068-WWXQZ,5,2942,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2070-FNEXE,2,4419,Churned,Yes,Price,"[80, 90)",Lack of affordable download/upload speed
2070-XYMFH,5,3558,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2072-ZVJJX,3,4571,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2073-QBVBI,4,2954,Stayed,No,Not Applicable,"[80, 90)",Competitor had better devices
2074-GKOWZ,1,3851,Churned,Yes,Competitor,"[70, 80)",Competitor had better devices
2074-GUHPQ,4,2347,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2075-PUEPR,3,5248,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2075-RMJIK,4,5756,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2077-DDHJK,4,4114,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2077-MPJQO,4,3533,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2079-FBMZK,1,5816,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2080-CAZNM,5,4477,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2080-GKCWQ,4,3969,Joined,No,Not Applicable,"[70, 80)",Competitor made better offer
2080-SRCDE,3,4556,Joined,No,Not Applicable,"[30, 40)",Attitude of service provider
2081-KJSQF,5,4769,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2081-VEYEH,3,5653,Joined,No,Not Applicable,"[70, 80)",Competitor made better offer
2082-CEFLT,1,3037,Churned,Yes,Competitor,"[80, 90)",Competitor made better offer
2082-OJVTK,1,5292,Churned,Yes,Competitor,"[90, 100)",Competitor made better offer
2085-BOJKI,5,5228,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2085-JVGAD,4,3078,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2087-QAREY,3,5722,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2088-IEBAU,3,5531,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2091-GPPIQ,5,5050,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2091-MJTFX,3,4568,Churned,Yes,Dissatisfaction,"[70, 80)",Network reliability
2091-RFFBA,1,2560,Churned,Yes,Attitude,"[70, 80)",Attitude of support person
2096-XOTMO,5,4146,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2097-YVPKN,5,5707,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2100-BDNSN,3,3889,Churned,Yes,Price,"[60, 70)",Price too high
2101-RANCD,4,5832,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2103-ZRXFN,4,3631,Joined,No,Not Applicable,"[60, 70)",Competitor had better devices
2105-PHWON,3,4639,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2107-FBPTK,4,5655,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2108-GLPQB,5,2950,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2108-XWMPY,1,2095,Churned,Yes,Other,"[70, 80)",Moved
2108-YKQTY,3,4930,Churned,Yes,Other,"[90, 100)",Don't know
2111-DWYHN,5,2810,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2114-MGINA,1,4107,Churned,Yes,Attitude,"[80, 90)",Attitude of support person
2115-BFTIW,1,4881,Churned,Yes,Dissatisfaction,"[70, 80)",Product dissatisfaction
2120-SMPEX,5,3848,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2121-JAFOM,3,5076,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2122-SZZZD,4,4220,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2122-YWVYA,4,4792,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2123-AGEEN,3,2107,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2123-VSCOT,5,6225,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2126-GSEGL,4,4032,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2129-ALKBS,3,2211,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2133-TSRRM,4,5432,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2135-DQWAQ,4,2689,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2135-RXIHG,1,2600,Churned,Yes,Competitor,"[70, 80)",Competitor had better devices
2137-DQMEV,3,4112,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2138-VFAPZ,4,2966,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2139-FQHLM,5,3402,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2141-RRYGO,3,5274,Churned,Yes,Other,"[70, 80)",Poor expertise of online support
2143-LJULT,5,5887,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2144-BFDSO,3,5211,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2144-ESWKO,3,5268,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2146-EGVDT,3,4149,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2150-OEGBV,5,3428,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2150-UWTFY,1,4626,Churned,Yes,Dissatisfaction,"[80, 90)",Service dissatisfaction
2150-WLKUW,3,2654,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2153-MREFK,1,3599,Churned,Yes,Attitude,"[70, 80)",Attitude of support person
2154-KVJFF,3,2813,Churned,Yes,Dissatisfaction,"[60, 70)",Limited range of services
2155-AMQRX,3,2885,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2157-MXBJS,3,4800,Churned,Yes,Dissatisfaction,"[80, 90)",Network reliability
2159-TURXX,4,2483,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2160-GPFXD,3,5725,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2162-FRZAA,5,5374,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2164-SOQXL,3,2698,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2165-VOEGB,2,3322,Churned,Yes,Other,"[90, 100)",Don't know
2167-FQSTQ,3,5527,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2169-RRLFW,5,5063,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2171-UDMFD,4,4363,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2172-EJXVF,3,5479,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2176-LVPNX,3,4994,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2176-OSJUV,3,4384,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2178-PMGCJ,3,4838,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2180-DXNEG,1,5239,Churned,Yes,Dissatisfaction,"[80, 90)",Product dissatisfaction
2181-TIDSV,3,6492,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2181-UAESM,4,3477,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2186-QZEYA,3,2044,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2187-LZGPL,2,4414,Churned,Yes,Attitude,"[60, 70)",Attitude of service provider
2187-PKZAY,5,2968,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2188-SXWVT,4,4027,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2189-UXTKY,1,3410,Churned,Yes,Dissatisfaction,"[90, 100)",Product dissatisfaction
2189-WWOEW,3,3579,Churned,Yes,Other,"[90, 100)",Don't know
2190-BCXEC,4,5257,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2190-PHBHR,4,5274,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2192-CKRLV,3,4700,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2192-OZITF,3,2280,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2193-SFWQW,3,4004,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2194-IIQOF,3,4658,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2195-VVRJF,3,2422,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2195-ZRVAX,2,3631,Churned,Yes,Other,"[90, 100)",Don't know
2197-OMWGI,4,5583,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2200-DSAAL,3,5914,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2202-CUYXZ,1,3086,Churned,Yes,Competitor,"[70, 80)",Competitor had better devices
2202-OUTMO,4,3012,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2203-GHNWN,4,3816,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2205-LPVGL,3,5035,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2205-YMZZJ,3,2015,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2207-NHRJK,1,3718,Churned,Yes,Competitor,"[80, 90)",Competitor had better devices
2207-OBZNX,1,3736,Churned,Yes,Attitude,"[90, 100)",Attitude of service provider
2207-QPJED,4,4048,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2207-RYYRL,3,5535,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2208-MPXIO,4,5169,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2208-NKVVH,4,4432,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2208-NQBCT,3,2817,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2208-UGTGR,3,5601,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2209-XADXF,5,4831,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2211-RMNHO,4,4732,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2212-LYASK,4,2068,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2215-ZAFGX,5,4867,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2219-MVUSO,2,3721,Churned,Yes,Other,"[90, 100)",Don't know
2220-IAHLS,3,5566,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2223-GDSHL,3,6481,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2223-KAGMX,1,5379,Churned,Yes,Price,"[80, 90)",Long distance charges
2225-ZRGSG,1,6173,Churned,Yes,Price,"[90, 100)",Long distance charges
2226-ICFDO,4,6361,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2227-JRSJX,3,5324,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2228-BZDEE,5,5755,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2229-DPMBI,5,3598,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2229-VWQJH,5,5394,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2230-XTUWL,5,5461,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2232-DMLXU,2,3638,Churned,Yes,Dissatisfaction,"[80, 90)",Poor expertise of online support
2233-FAGXV,5,3181,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2233-TXSIU,3,3522,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2234-EOFPT,3,4278,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2234-XADUH,4,5560,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2235-DWLJU,5,4611,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2235-EZAIK,4,4288,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2235-ZGKPT,1,5386,Churned,Yes,Dissatisfaction,"[90, 100)",Product dissatisfaction
2236-HILPA,5,6403,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2237-ZFSMY,1,2767,Churned,Yes,Attitude,"[70, 80)",Attitude of service provider
2239-CFOUJ,4,4540,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2239-CGBUZ,3,4207,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2239-JALAW,1,6105,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2240-HSJQD,5,3571,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2242-MFOTG,4,3957,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2243-FNMMI,3,4958,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2245-ADZFJ,4,3491,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2249-YPRNG,2,4223,Churned,Yes,Dissatisfaction,"[80, 90)",Service dissatisfaction
2250-IVBWA,3,5168,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2251-PYLPB,3,4766,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2252-ISRNH,3,2993,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2252-JHJGE,3,4344,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2252-NKNSI,3,4322,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2253-KPMNB,4,4180,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2254-DLXRI,4,2742,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2256-YLYLP,4,4499,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2257-BOVXD,3,3516,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2259-OUUSZ,3,5124,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2260-USTRB,1,2767,Churned,Yes,Competitor,"[60, 70)",Competitor offered more data
2262-SLNVK,4,2475,Joined,No,Not Applicable,"[70, 80)",Competitor made better offer
2263-SFSQZ,4,5461,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2265-CYWIV,1,4708,Churned,Yes,Dissatisfaction,"[70, 80)",Network reliability
2266-FUBDZ,3,2742,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2266-SJNAT,4,4807,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2267-FPIMA,4,5548,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2267-WTPYD,5,6015,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2270-CHBFN,3,2221,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2272-JKMSI,4,4306,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2272-QAGFO,3,5342,Churned,Yes,Dissatisfaction,"[70, 80)",Service dissatisfaction
2272-UOINI,4,3601,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2272-WUSPA,4,4848,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2273-QCKXA,3,3178,Joined,No,Not Applicable,"[30, 40)",Attitude of service provider
2274-XUATA,3,4933,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2275-RBYQS,3,4916,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2276-YDAVZ,3,4965,Churned,Yes,Competitor,"[90, 100)",Competitor made better offer
2277-AXSDC,4,4691,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2277-BKJKN,4,4951,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2277-DJJDL,3,4763,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2277-VWCNI,3,3048,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2279-AXJJK,3,4465,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2282-YGNOR,3,2810,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2284-VFLKH,3,4995,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2292-XQWSV,4,3724,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2293-IJWPS,3,6354,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2294-DMMUS,5,5057,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2294-SALNE,4,3200,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2296-DKZFP,4,6308,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2300-RQGOI,5,2295,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2302-ANTDP,1,5915,Churned,Yes,Competitor,"[60, 70)",Competitor offered more data
2302-OUZXB,5,4552,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2303-PJYHN,5,4107,Joined,No,Not Applicable,"[80, 90)",Competitor had better devices
2305-MRGLV,3,2085,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2307-FYNNL,3,5692,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2308-STERM,5,5816,Joined,No,Not Applicable,"[60, 70)",Competitor had better devices
2309-OSFEU,1,2529,Churned,Yes,Attitude,"[80, 90)",Attitude of support person
2311-QYMUQ,3,3696,Churned,Yes,Attitude,"[70, 80)",Attitude of support person
2314-TNDJQ,4,5192,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2316-ESMLS,3,3882,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2320-JRSDE,3,4633,Churned,Yes,Attitude,"[70, 80)",Attitude of service provider
2320-SLKMB,4,3080,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2320-TZRRH,3,4700,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2320-YKQBO,5,4764,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2321-OMBXY,1,2071,Churned,Yes,Other,"[80, 90)",Don't know
2322-VCZHZ,3,4999,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2323-ARSVR,3,6103,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2324-AALNO,5,5517,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2324-EFHVG,4,5617,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2325-NBPZG,3,5125,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2325-WINES,4,2335,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2325-ZUSFD,1,4669,Churned,Yes,Dissatisfaction,"[80, 90)",Network reliability
2330-PQGDQ,5,4952,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2332-EFBJY,1,3438,Churned,Yes,Price,"[80, 90)",Long distance charges
2332-TODQS,4,3642,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2333-KWEWW,3,2782,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2335-GSODA,4,2327,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2338-BQEZT,3,6250,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2342-CKIAO,5,5074,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2344-JMOGN,2,3016,Churned,Yes,Other,"[70, 80)",Don't know
2346-CZYIL,3,4962,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2346-DJQTB,4,5097,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2346-LOCWC,4,6186,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2347-WKKAE,3,2662,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2348-KCJLT,3,2059,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2351-BKRZW,3,3976,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2351-RRBUE,4,3575,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2357-COQEK,2,4136,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2359-KLTEK,3,3539,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2359-KMGLI,1,4418,Churned,Yes,Competitor,"[70, 80)",Competitor had better devices
2359-QWQUL,2,2371,Churned,Yes,Competitor,"[60, 70)",Competitor made better offer
2360-RDGRO,3,5089,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2361-FJWNO,3,5323,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2361-UPSND,3,5433,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2362-IBOOY,3,5272,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2363-BJLSL,5,5157,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2364-UFROM,3,3380,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2368-GAKKQ,4,6424,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2369-FEVNO,3,4590,Joined,No,Not Applicable,"[50, 60)",Attitude of service provider
2369-UAPKZ,3,3131,Churned,Yes,Other,"[70, 80)",Moved
2371-JQHZZ,5,5886,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2371-JUNGC,4,4032,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2371-KFUOG,3,6409,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2372-HWUHI,3,2570,Churned,Yes,Other,"[70, 80)",Don't know
2373-NTKOD,5,3026,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2378-HTWFW,3,5527,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2378-VTKDH,5,4073,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2378-YIZKA,3,6221,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2379-ENZGV,2,3420,Churned,Yes,Competitor,"[70, 80)",Competitor made better offer
2379-GYFLQ,4,5316,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2380-DAMQP,4,4761,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2382-BCKQJ,3,5600,Churned,Yes,Competitor,"[90, 100)",Competitor made better offer
2384-OVPSA,3,4947,Stayed,No,Not Applicable,"[70, 80)",Competitor made better offer
2386-LAHRK,1,5094,Churned,Yes,Dissatisfaction,"[80, 90)",Product dissatisfaction
2386-OWURY,4,6460,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2387-KDZQY,4,2185,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2388-LAESQ,3,4796,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2391-IPLOP,4,4706,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2391-SOORI,1,5858,Churned,Yes,Dissatisfaction,"[80, 90)",Lack of self-service on Website
2393-DIVAI,3,5575,Joined,No,Not Applicable,"[20, 30)",Attitude of service provider
2397-BRLOM,1,3443,Churned,Yes,Other,"[90, 100)",Don't know
2398-YPMUR,2,5101,Churned,Yes,Other,"[80, 90)",Poor expertise of online support
2400-FEQME,5,5011,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2400-XIWIO,3,5054,Stayed,No,Not Applicable,"[80, 90)",Competitor had better devices
2402-TAIRZ,5,3364,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2403-BCASL,2,3711,Churned,Yes,Other,"[90, 100)",Don't know
2404-JIBFC,3,5661,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2405-LBMUW,4,5024,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2408-PSJVE,4,4388,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2408-TZMJL,1,4601,Churned,Yes,Dissatisfaction,"[90, 100)",Network reliability
2408-WITXK,1,3244,Churned,Yes,Other,"[90, 100)",Deceased
2410-CIYFZ,3,3000,Joined,No,Not Applicable,"[70, 80)",Competitor made better offer
2418-TPEUN,3,4681,Stayed,No,Not Applicable,"[50, 60)",Attitude of service provider
2419-FSORS,4,4394,Stayed,No,Not Applicable,"[30, 40)",Attitude of service provider
2424-WVHPL,5,4182,Joined,No,Not Applicable,"[60, 70)",Competitor had better devices
2428-HYUNX,5,4975,Stayed,No,Not Applicable,"[40, 50)",Attitude of service provider
2428-ZMCTB,3,3926,Stayed,No,Not Applicable,"[60, 70)",Competitor had better devices
2429-AYKKO,5,4790,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
2430-RRYUW,4,4621,Stayed,No,Not Applicable,"[20, 30)",Attitude of service provider
